Species	Group	TaxID	Source
Pleurotus_cornucopiae	Fungi	5321	accession_api
Pleurotus_djamor	Fungi	34470	accession_api
Pleurotus_ostreatus	Fungi	5322	accession_api
Pleurotus_pulmonarius	Fungi	28995	accession_api
Plicaturopsis_crispa_FD-325_SS-3	Fungi	944288	name_search_full_name
Plicaturopsis_crispa_FD325_SS3	Fungi	944288	accession_api
Pluteus_cervinus	Fungi	181527	accession_api
Pneumocystis_canis	Fungi	2698477	accession_api
Pneumocystis_carinii_B80	Fungi	1408658	accession_api
Pneumocystis_jirovecii_RU7	Fungi	1408657	accession_api
Pneumocystis_murina_B123	Fungi	1069680	accession_api
Pneumocystis_oryctolagi	Fungi	42067	accession_api
Pneumocystis_wakefieldiae	Fungi	38082	accession_api
Pochonia_chlamydosporia_170	Fungi	1380566	accession_api
Podarcis_muralis	Metazoa	64176	accession_api
Podila_clonocystis	Fungi	979688	accession_api
Podila_epicladia	Fungi	979697	accession_api
Podila_epigama	Fungi	979699	accession_api
Podila_horticola	Fungi	311239	accession_api
Podila_humilis	Fungi	64523	accession_api
Podila_minutissima	Fungi	64525	accession_api
Podila_verticillata_NRRL_6337	Fungi	1069443	accession_api
Podosphaera_leucotricha	Fungi	79249	accession_api
Podospora_anserina_S_mat+	Fungi	515849	accession_api
Podospora_appendiculata	Fungi	314037	accession_api
Podospora_australis	Fungi	1536484	accession_api
Podospora_bellae-mahoneyi	Fungi	2093777	name_search_full_name
Podospora_bellaemahoneyi	Fungi	2093777	accession_api
Podospora_conica	Fungi	261694	accession_api
Podospora_didyma	Fungi	330526	accession_api
Podospora_fimiseda	Fungi	252190	accession_api
Podospora_pseudoanserina	Fungi	2609844	accession_api
Podospora_pseudocomata	Fungi	2093779	accession_api
Podospora_pseudopauciseta	Fungi	2093780	accession_api
Pogonognathellus_sp._AD-2013	Metazoa	1323567	metazoa_metadata
Polarella_glacialis	Protists	89957	accession_api
Pollicipes_pollicipes	Metazoa	41117	accession_api
Polycelis_felina	Metazoa	39785	metazoa_metadata
Polycelis_nigra	Metazoa	39786	metazoa_metadata
Polycelis_tenuis	Metazoa	66754	metazoa_metadata
Polychaeton_citri_CBS_116435	Fungi	1314669	accession_api
Polychytrium_aggregatum	Fungi	110093	accession_api
Polydesmus_complanatus	Metazoa	510027	accession_api
Polyodon_spathula	Metazoa	7913	accession_api
Polyplosphaeria_fusca	Fungi	682080	accession_api
Polypterus_senegalus	Metazoa	1819745	accession_api
Polyrhizophydium_stewartii	Fungi	2732419	accession_api
Polytolypa_hystricis_UAMH7299	Fungi	1447883	accession_api
Polytrichastrum_alpinum	bryophytes	129212	accession_api
Polyxenus_lagurus	Metazoa	52428	metazoa_metadata
Polyzonium_germanicum	Metazoa	118488	accession_api
Pomacea_canaliculata	Metazoa	400727	accession_api
Pomacea_maculata	Metazoa	1245466	accession_api
Pomatias_elegans	Metazoa	928741	accession_api
Pompholyxophrys_punicea	Protists	2510583	name_search_full_name
Pompholyxophrys_sp_LG126	Protists	2511779	name_search_binomial_fallback
Pontocypris_avena	Metazoa	509935	metazoa_metadata
Pontonema_vulgare	Metazoa	73929	metazoa_metadata
Populus_alba	angiosperms	444605	accession_api
Populus_alba_x_Populus_x_berolinensis	angiosperms	444605	accession_api
Populus_euphratica	angiosperms	75702	accession_api
Populus_nigra	angiosperms	3691	accession_api
Populus_tomentosa	angiosperms	118781	accession_api
Populus_trichocarpa	angiosperms	3694	accession_api
Populus_x_canadensis	angiosperms	3690	accession_api
Porcellionides_pruinosus	Metazoa	96870	metazoa_metadata
Poronia_punctata	Fungi	101475	accession_api
Porphyra_purpurea	Rhodophyta	2787	name_search_full_name
Porphyra_umbilicalis	Rhodophyta	2786	accession_api
Porphyridium_aerugineum	Rhodophyta	2792	name_search_full_name
Porphyridium_purpureum	Rhodophyta	35688	accession_api
Portunus_trituberculatus	Metazoa	210409	accession_api
Postia_placenta_MAD-698-R-SB12	Fungi	670580	name_search_full_name
Postia_placenta_MAD698RSB12	Fungi	670580	accession_api
Powellomyces_hirtus	Fungi	109895	accession_api
Prasinoderma_coloniale	chlorophyta	156133	name_search_full_name
Priapulus_caudatus	Metazoa	37621	accession_api
Priceomyces_carsonii	Fungi	28549	accession_api
Primulina_eburnea	angiosperms	1245227	accession_api
Primulina_huaijiensis	angiosperms	1492673	accession_api
Primulina_tabacum	angiosperms	48773	accession_api
Prionchulus_punctatus	Metazoa	293874	accession_api
Pristionchus_pacificus	Metazoa	54126	accession_api
Proasellus_jaloniacus	Metazoa	1281986	metazoa_metadata
Procambarus_clarkii	Metazoa	6728	accession_api
Progradungula_otwayensis	Metazoa	2080872	metazoa_metadata
Prokoenenia_wheeleri	Metazoa	681542	metazoa_metadata
Proneomenia_custodiens	Metazoa	1500391	metazoa_metadata
Propanagrolaimus_sp._JU765	Metazoa	591449	metazoa_metadata
Propappus_volki	Metazoa	251477	metazoa_metadata
Prorhinotermes_simplex	Metazoa	1312446	accession_api
Prorhynchus_stagnalis	Metazoa	1468201	metazoa_metadata
Prorocentrum_cordatum	Protists	2364126	accession_api
Prosopis_cineraria	angiosperms	364024	accession_api
Prostheceraeus_crozieri	Metazoa	2291463	accession_api
Prosthiostomum_siphunculus	Metazoa	983679	metazoa_metadata
Protea_cynaroides	angiosperms	273540	accession_api
Protimesius_longipalpis	Metazoa	1955539	metazoa_metadata
Protochelifer_sp._MCZ_49984	Metazoa	2590517	metazoa_metadata
Protodriloides_chaetifer	Metazoa	254032	metazoa_metadata
Protodriloides_symbioticus	Metazoa	205111	metazoa_metadata
Protolophus_singularis	Metazoa	409368	metazoa_metadata
Protomyces_lactucae-debilis	Fungi	2754530	name_search_full_name
Protomyces_lactucaedebilis	Fungi	2754530	accession_api
Protopterus_aethiopicus	Metazoa	7886	metazoa_metadata
Protopterus_annectens	Metazoa	7888	accession_api
Prunus_avium	angiosperms	42229	accession_api
Prunus_brigantina	angiosperms	151428	accession_api
Prunus_campanulata	angiosperms	136465	accession_api
Prunus_dulcis	angiosperms	3755	accession_api
Prunus_mume	angiosperms	102107	accession_api
Prunus_persica	angiosperms	3760	accession_api
Prunus_speciosa	angiosperms	378228	accession_api
Psammodrilus_balanoglossoides	Metazoa	1977847	metazoa_metadata
Psammomacrostomum_sp._2_JNB-2019	Metazoa	2614406	metazoa_metadata
Pseudevernia_consocians	Fungi	136281	accession_api
Pseudo-nitzschia_multistriata	Protists	183589	name_search_full_name
Pseudocercospora_eumusae	Fungi	321146	accession_api
Pseudocercospora_fijiensis_CIRAD86	Fungi	383855	accession_api
Pseudocercospora_fuligena	Fungi	685502	accession_api
Pseudocercospora_musae	Fungi	113226	accession_api
Pseudocohnilembus_persalinus	Protists	266149	accession_api
Pseudocyphellaria_aurata	Fungi	169141	accession_api
Pseudogymnoascus_australis	Fungi	3342545	accession_api
Pseudogymnoascus_destructans	Fungi	655981	accession_api
Pseudogymnoascus_verrucosus	Fungi	342668	accession_api
Pseudohyphozyma_bogoriensis	Fungi	106002	accession_api
Pseudoloma_neurophilia	Fungi	146866	accession_api
Pseudomassariella_vexata	Fungi	1141098	accession_api
Pseudoneurospora_amorphoporcata	Fungi	241081	accession_api
Pseudonitzschia_multistriata	Fungi	183589	accession_api
Pseudopolydesmus_sp._MB-2013	Metazoa	1348323	metazoa_metadata
Pseudosagitta_gazellae	Metazoa	1562710	metazoa_metadata
Pseudoscourfieldia_marina	chlorophyta	41886	accession_api
Pseudosphyrapus_quintolongus	Metazoa	992968	metazoa_metadata
Pseudosuccinea_columella	Metazoa	31228	metazoa_metadata
Pseudotyrannochthonius_sp._B_LB-2019	Metazoa	2590520	metazoa_metadata
Pseudovirgaria_hyperparasitica	Fungi	470096	accession_api
Pseudozyma_flocculosa_PF-1	Fungi	1277687	name_search_full_name
Pseudozyma_flocculosa_PF1	Fungi	1277687	accession_api
Pseudozyma_hubeiensis_SY62	Fungi	1305764	accession_api
Psilocybe_cubensis	Fungi	181762	accession_api
Psilocybe_cyanescens	Fungi	93625	accession_api
Psophocarpus_tetragonolobus	angiosperms	3891	accession_api
Psora_crenata	Fungi	258896	accession_api
Psora_testacea	Fungi	258898	accession_api
Pterosagitta_draco	Metazoa	366433	metazoa_metadata
Pterospermum_kingtungense	angiosperms	1686260	accession_api
Pterulicium_gracile	Fungi	1884261	accession_api
Pterygioteuthis_hoylei	Metazoa	559549	metazoa_metadata
Ptychodera_flava	Metazoa	63121	accession_api
Ptychographa_xylographoides	Fungi	223409	accession_api
Puccinellia_chinampoensis	angiosperms	428215	name_search_full_name
Puccinia_coronata_f._sp._avenae	Fungi	200324	accession_api
Puccinia_graminis_f._sp._tritici_CRL_75-36-700-3	Fungi	418459	name_search_full_name
Puccinia_graminis_f._sp._tritici_CRL_75367003	Fungi	418459	accession_api
Puccinia_sorghi	Fungi	27349	accession_api
Puccinia_striiformis_f._sp._tritici	Fungi	168172	accession_api
Puccinia_triticina	Fungi	208348	accession_api
Punctularia_strigosozonata_HHB-11173_SS5	Fungi	741275	name_search_full_name
Punctularia_strigosozonata_HHB11173_SS5	Fungi	741275	accession_api
Punica_granatum	angiosperms	22663	accession_api
Purpureocillium_lavendulum	Fungi	1247861	accession_api
Purpureocillium_lilacinum	Fungi	33203	accession_api
Purpureocillium_takamizusanense	Fungi	2060973	accession_api
Purpureofilum_apyrenoidigerum	Rhodophyta	282340	name_search_full_name
Puttea_exsequens	Fungi	2918520	accession_api
Pycnococcus_provasolii	chlorophyta	41880	accession_api
Pycnogonum_litorale	Metazoa	261975	accession_api
Pycnophyes_giganteus	Metazoa	2835550	metazoa_metadata
Pycnophyes_ilyocryptus	Metazoa	2835551	metazoa_metadata
Pycnora_praestabilis	Fungi	1453791	accession_api
Pylaiella_littoralis	Protists	2885	accession_api
Pyrenophora_seminiperda_CCB06	Fungi	1302712	accession_api
Pyrenophora_tritici-repentis	Fungi	45151	name_search_full_name
Pyrenophora_triticirepentis	Fungi	45151	accession_api
Pyrenula_ochraceoflavens	Fungi	2977754	accession_api
Pyricularia_grisea	Fungi	148305	accession_api
Pyricularia_oryzae_70-15	Fungi	242507	name_search_full_name
Pyricularia_oryzae_7015	Fungi	242507	accession_api
Pyricularia_pennisetigena	Fungi	1578925	accession_api
Pyronema_domesticum	Fungi	47205	accession_api
Pyronema_omphalodes	Fungi	337075	accession_api
Pyropia_vietnamensis	Rhodophyta	683352	accession_api
Pyropia_yezoensis	Rhodophyta	2788	name_search_full_name
Pyrrhoderma_noxium	Fungi	2282107	accession_api
Pyrus_communis	angiosperms	23211	accession_api
Pyrus_ussuriensis	angiosperms	2448454	accession_api
Pyrus_ussuriensis_x_Pyrus_communis	angiosperms	2448454	accession_api
Pyrus_x_bretschneideri	angiosperms	225117	accession_api
Pythia_pachyodon	Metazoa	157724	metazoa_metadata
Quaeritorhiza_haematococci	Fungi	2654861	accession_api
Quercus_lobata	angiosperms	97700	accession_api
Quercus_robur	angiosperms	38942	accession_api
Quercus_rubra	angiosperms	3512	accession_api
Quercus_suber	angiosperms	58331	accession_api
Quillaja_saponaria	angiosperms	32244	accession_api
Rachicladosporium_monterosium	Fungi	1507873	accession_api
Racocetra_fulgida	Fungi	60492	accession_api
Racocetra_persica	Fungi	160502	accession_api
Raddia_guianensis	angiosperms	1482630	accession_api
Radiomyces_spectabilis	Fungi	64574	accession_api
Rakaia_minutissima	Metazoa	526538	metazoa_metadata
Ramalina_farinacea	Fungi	258253	accession_api
Ramaria_rubella	Fungi	113071	accession_api
Ramazzottius_varieornatus	Metazoa	947166	accession_api
Ramicandelaber_brevisporus	Fungi	304332	accession_api
Ramularia_collo-cygni	Fungi	112498	name_search_full_name
Ramularia_collocygni	Fungi	112498	accession_api
Rana_temporaria	Metazoa	8407	accession_api
Randiella_sp._DSW-2020	Metazoa	2705241	metazoa_metadata
Ranunculus_cassubicifolius	angiosperms	286882	accession_api
Raphanus_sativus	angiosperms	3726	accession_api
Raphidocelis_subcapitata	chlorophyta	307507	accession_api
Rasamsonia_byssochlamydoides	Fungi	89139	accession_api
Rasamsonia_columbiensis	Fungi	1826649	accession_api
Rasamsonia_emersonii_CBS_393.64	Fungi	1408163	accession_api
Recurvomyces_mirabilis	Fungi	574656	accession_api
Reevesia_pubescens	angiosperms	2871442	accession_api
Rehmannia_glutinosa	angiosperms	99300	accession_api
Remersonia_thermophila	Fungi	72144	accession_api
Reticulomyxa_filosa	Protists	46433	accession_api
Rhabdopleura_annulata	Metazoa	1443232	metazoa_metadata
Rhamnella_rubrinervis	angiosperms	2594499	accession_api
Rhinatrema_bivittatum	Metazoa	194408	accession_api
Rhinocladiella_mackenziei_CBS_650.93	Fungi	1442369	accession_api
Rhipicephalus_sanguineus	Metazoa	34632	accession_api
Rhipidocladum_racemiflorum	angiosperms	464972	accession_api
Rhizina_undulata	Fungi	44645	accession_api
Rhizoclosmatium_globosum	Fungi	329046	accession_api
Rhizoclosmatium_hyalinum	Fungi	2724196	accession_api
Rhizoctonia_solani	Fungi	456999	accession_api
Rhizodiscina_lignyota	Fungi	1504668	accession_api
Rhizoglyphus_robini	Metazoa	223528	accession_api
Rhizomucor_pusillus	Fungi	4840	accession_api
Rhizophagus_clarus	Fungi	94130	accession_api
Rhizophagus_irregularis	Fungi	588596	accession_api
Rhizophlyctis_rosea	Fungi	64517	accession_api
Rhizopogon_salebrosus_TDB-379	Fungi	632084	name_search_full_name
Rhizopogon_salebrosus_TDB379	Fungi	632084	accession_api
Rhizopogon_vesiculosus	Fungi	180088	accession_api
Rhizopogon_vinicolor_AM-OR11-026	Fungi	1314800	name_search_full_name
Rhizopogon_vinicolor_AMOR11026	Fungi	1314800	accession_api
Rhizopus_azygosporus	Fungi	86630	accession_api
Rhizopus_delemar_RA_99-880	Fungi	246409	name_search_full_name
Rhizopus_delemar_RA_99880	Fungi	246409	accession_api
Rhizopus_microsporus_ATCC_52813	Fungi	1340429	accession_api
Rhodamnia_argentea	angiosperms	178133	accession_api
Rhodella_violacea	Rhodophyta	2801	name_search_full_name
Rhodelphis_limneticus	Protists	2583502	name_search_full_name
Rhodelphis_marinus	Protists	2584957	name_search_full_name
Rhodiola_kirilowii	angiosperms	203008	accession_api
Rhodnius_prolixus	Metazoa	13249	accession_api
Rhodochaete_pulchella	Rhodophyta	867925	name_search_full_name
Rhodocollybia_butyracea	Fungi	206335	accession_api
Rhododendron_griersonianum	angiosperms	479676	accession_api
Rhododendron_molle	angiosperms	49168	accession_api
Rhododendron_vialii	angiosperms	182163	accession_api
Rhododendron_williamsianum	angiosperms	262921	accession_api
Rhodofomes_roseus	Fungi	34475	accession_api
Rhodosorus_marinus	Rhodophyta	101924	accession_api
Rhodosporidiobolus_azoricus	Fungi	145577	accession_api
Rhodosporidiobolus_lusitaniae	Fungi	33191	accession_api
Rhodosporidiobolus_microsporus	Fungi	86835	accession_api
Rhodosporidiobolus_nylandii	Fungi	100910	accession_api
Rhodosporidiobolus_poonsookiae	Fungi	100911	accession_api
Rhodosporidiobolus_ruineniae	Fungi	5004	accession_api
Rhodotorula_araucariae	Fungi	86829	accession_api
Rhodotorula_dairenensis	Fungi	86832	accession_api
Rhodotorula_graminis_WP1	Fungi	578459	accession_api
Rhodotorula_pacifica	Fungi	1495444	accession_api
Rhodotorula_paludigena	Fungi	86838	accession_api
Rhodotorula_sphaerocarpa	Fungi	86839	accession_api
Rhodotorula_taiwanensis	Fungi	741276	accession_api
Rhodotorula_toruloides_NP11	Fungi	1130832	accession_api
Rhopilema_esculentum	Metazoa	499914	accession_api
Rhyacodrilus_pigueti	Metazoa	1348610	metazoa_metadata
Rhynchodemus_sylvaticus	Metazoa	1520503	metazoa_metadata
Rhynchomesostoma_rostratum	Metazoa	1311950	metazoa_metadata
Rhynchomesostoma_sp._ER-2019	Metazoa	2527674	metazoa_metadata
Rhynchospora_breviuscula	angiosperms	2022672	accession_api
Rhynchospora_pubera	angiosperms	906938	accession_api
Rhynchospora_tenuis	angiosperms	198213	accession_api
Rhynchosporium_agropyri	Fungi	914238	accession_api
Rhynchosporium_graminicola	Fungi	2792576	accession_api
Rhynchosporium_secalis	Fungi	38038	accession_api
Rhypophila_decipiens	Fungi	261697	accession_api
Rhysida_immarginata	Metazoa	984703	accession_api
Rhysida_longipes	Metazoa	984702	metazoa_metadata
Riccia_fluitans	bryophytes	41844	accession_api
Richtersius_coronifer	Metazoa	245088	metazoa_metadata
Ricinoides_atewa	Metazoa	1046921	metazoa_metadata
Ricinus_communis	angiosperms	3988	accession_api
Rickenella_mellea	Fungi	50990	accession_api
Riftia_pachyptila	Metazoa	6426	metazoa_metadata
Riseriellus_occultus	Metazoa	88934	metazoa_metadata
Rissoella_caribaea	Metazoa	57639	metazoa_metadata
Roridomyces_roridus	Fungi	1738132	accession_api
Rosa_chinensis	angiosperms	74649	accession_api
Rosa_luciae_x_Rosa_x_odorata	angiosperms	3421125	accession_api
Rosa_rugosa	angiosperms	74645	accession_api
Rosa_sericea	angiosperms	74631	accession_api
Rostrohypoxylon_terebratum	Fungi	392036	accession_api
Rotaria_socialis	Metazoa	392032	accession_api
Rozella_allomycis_CSF55	Fungi	988480	accession_api
Rubroshorea_leprosula	angiosperms	152421	accession_api
Rubus_argutus	angiosperms	59490	accession_api
Rumex_salicifolius	angiosperms	1234504	accession_api
Russula_brevipes	Fungi	98861	accession_api
Russula_compacta	Fungi	40490	accession_api
Russula_decolorans	Fungi	152956	accession_api
Russula_dissimulans	Fungi	258981	accession_api
Russula_earlei	Fungi	71964	accession_api
Russula_emetica	Fungi	152958	accession_api
Russula_ochroleuca	Fungi	152965	accession_api
Russula_vinacea	Fungi	517384	accession_api
Rutidosis_leptorrhynchoides	angiosperms	125765	accession_api
Saccharata_proteae_CBS_121410	Fungi	1314787	accession_api
Saccharomyces_cerevisiae_S288C	Fungi	559292	accession_api
Saccharomyces_eubayanus	Fungi	1080349	accession_api
Saccharomyces_kudriavzevii_IFO_1802	Fungi	226230	accession_api
Saccharomyces_mikatae_IFO_1815	Fungi	226126	accession_api
Saccharomyces_paradoxus	Fungi	27291	accession_api
Saccharomyces_pastorianus	Fungi	27292	accession_api
Saccharomyces_uvarum	Fungi	230603	accession_api
Saccharomycodes_ludwigii	Fungi	36035	accession_api
Saccharomycopsis_crataegensis	Fungi	43959	accession_api
Saccoglossus_kowalevskii	Metazoa	10224	accession_api
Saccostrea_glomerata	Metazoa	157728	accession_api
Sacoproteus_smaragdinus	Metazoa	2282303	metazoa_metadata
Saitoella_coloradoensis	Fungi	1099800	accession_api
Saitoella_complicata_NRRL_Y-17804	Fungi	698492	name_search_full_name
Saitoella_complicata_NRRL_Y17804	Fungi	698492	accession_api
Saitozyma_podzolica	Fungi	1890683	accession_api
Salamandra_salamandra	Metazoa	57571	metazoa_metadata
Salinomyces_thailandicus	Fungi	706561	accession_api
Salix_koriyanagi	angiosperms	2511006	accession_api
Salix_suchowensis	angiosperms	1278906	accession_api
Salix_udensis	angiosperms	889485	accession_api
Salpingoeca_dolichothecata	Protists	1742605	name_search_full_name
Salpingoeca_helianthica	Protists	1928494	name_search_full_name
Salpingoeca_infusionum	Protists	86018	name_search_full_name
Salpingoeca_kvevrii	Protists	1924737	name_search_full_name
Salpingoeca_macrocollata	Protists	1924736	name_search_full_name
Salpingoeca_punica	Protists	1924735	name_search_full_name
Salpingoeca_rosetta	Protists	946362	accession_api
Salpingoeca_urceolata	Protists	473813	name_search_full_name
Salvia_divinorum	angiosperms	28513	accession_api
Salvia_hispanica	angiosperms	49212	accession_api
Salvia_miltiorrhiza	angiosperms	226208	accession_api
Salvia_splendens	angiosperms	180675	accession_api
Sanghuangporus_baumii	Fungi	108892	accession_api
Sanghuangporus_sanghuang	Fungi	1659845	accession_api
Sanguina_aurantia	chlorophyta	2578422	accession_api
Saponaria_officinalis	angiosperms	3572	accession_api
Saprolegnia_diclina_VS20	Protists	1156394	accession_api
Saprolegnia_parasitica_CBS_223.65	Protists	695850	accession_api
Saramacia_lucasae	Metazoa	1955541	metazoa_metadata
Sarcoptes_scabiei	Metazoa	52283	accession_api
Sarcosagium_campestre	Fungi	286406	accession_api
Sarea_resinae	Fungi	273283	accession_api
Sarocladium_implicatum	Fungi	1610689	accession_api
Sarocladium_strictum	Fungi	5046	accession_api
Sarracenia_purpurea	angiosperms	336876	accession_api
Savillea_parva	Protists	1909275	name_search_full_name
Savitreella_phatthalungensis	Fungi	3025216	accession_api
Saxophila_tyrrhenica	Fungi	1690608	accession_api
Scalibregma_inflatum	Metazoa	195275	metazoa_metadata
Scapharca_(Anadara)_broughtonii	Metazoa	148819	metazoa_metadata
Scapholeberis_cf._mucronata	Metazoa	202097	accession_api
Scatella_stagnalis	Metazoa	1690357	metazoa_metadata
Scedosporium_apiospermum	Fungi	563466	accession_api
Scedosporium_boydii	Fungi	5597	accession_api
Scheffersomyces_amazonensis	Fungi	1078765	accession_api
Scheffersomyces_coipomensis	Fungi	1788519	accession_api
Scheffersomyces_spartinae	Fungi	45513	accession_api
Scheffersomyces_stipitis_CBS_6054	Fungi	322104	accession_api
Scheffersomyces_xylosifermentans	Fungi	1304137	accession_api
Schendyla_carniolensis	Metazoa	1820143	metazoa_metadata
Schisandra_chinensis	angiosperms	50507	name_search_full_name
Schizocosa_rovneri	Metazoa	128042	metazoa_metadata
Schizophyllum_amplum	Fungi	97359	accession_api
Schizophyllum_commune_H4-8	Fungi	578458	name_search_full_name
Schizophyllum_commune_H48	Fungi	578458	accession_api
Schizophyllum_fasciatum	Fungi	160053	accession_api
Schizopora_paradoxa	Fungi	27342	accession_api
Schizosaccharomyces_cryophilus_OY26	Fungi	653667	accession_api
Schizosaccharomyces_japonicus_yFS275	Fungi	402676	accession_api
Schizosaccharomyces_octosporus_yFS286	Fungi	483514	accession_api
Schizosaccharomyces_osmophilus	Fungi	2545709	accession_api
Schizosaccharomyces_pombe	Fungi	4896	accession_api
Schizothecium_vesticola	Fungi	314040	accession_api
Schmidtea_mediterranea	Metazoa	79327	accession_api
Schmidtea_polychroa	Metazoa	50054	accession_api
Scleroderma_yunnanense	Fungi	1163567	accession_api
Scleropages_formosus	Metazoa	113540	accession_api
Sclerophora_amabilis	Fungi	2939403	accession_api
Sclerotinia_borealis_F-4128	Fungi	1432307	name_search_full_name
Sclerotinia_borealis_F4128	Fungi	1432307	accession_api
Sclerotinia_nivalis	Fungi	352851	accession_api
Sclerotinia_sclerotiorum_1980_UF-70	Fungi	665079	name_search_full_name
Sclerotinia_sclerotiorum_1980_UF70	Fungi	665079	accession_api
Sclerotinia_trifoliorum	Fungi	28548	accession_api
Scolopendra_cingulata	Metazoa	41365	accession_api
Scolopendropsis_bahiensis	Metazoa	1816098	metazoa_metadata
Scolopocryptops_rubiginosus	Metazoa	987050	metazoa_metadata
Scolopocryptops_sexspinosus	Metazoa	118499	metazoa_metadata
Scophthalmus_maximus	Metazoa	52904	accession_api
Scorpiops_sp._PPS-2014	Metazoa	1588039	metazoa_metadata
Scutellospora_calospora	Fungi	85575	accession_api
Scutigera_coleoptrata	Metazoa	29022	accession_api
Scutigerina_weberi	Metazoa	241666	metazoa_metadata
Scutopus_ventrolineatus	Metazoa	52922	metazoa_metadata
Scytalidium_lignicola	Fungi	5539	accession_api
Scytosiphon_promiscuus	Protists	1403536	accession_api
Sebastes_umbrosus	Metazoa	72105	accession_api
Segestria_sp._NG-2016	Metazoa	1794826	metazoa_metadata
Seiridium_cardinale	Fungi	138064	accession_api
Seiridium_cupressi	Fungi	138065	accession_api
Seiridium_unicorne	Fungi	138068	accession_api
Seirophora_lacunosa	Fungi	1145348	accession_api
Seirophora_scorigena	Fungi	520600	accession_api
Seirophora_villosa	Fungi	671929	accession_api
Selaginella_kraussiana	lycophytes	81964	name_search_full_name
Selaginella_moellendorffii	lycophytes	88036	accession_api
Seminavis_robusta	Protists	568900	accession_api
Semisulcospira_coreana	Metazoa	364284	metazoa_metadata
Semnoderes_armiger	Metazoa	1415233	metazoa_metadata
Senna_tora	angiosperms	362788	accession_api
Septoria_linicola	Fungi	215465	accession_api
Sequoia_sempervirens	gymnosperms	28980	accession_api
Serendipita_indica_DSM_11827	Fungi	1109443	accession_api
Serendipita_vermifera_MAFF_305830	Fungi	933852	accession_api
Sergiolus_capulatus	Metazoa	1506255	metazoa_metadata
Serpula_lacrymans_var._lacrymans_S7.9	Fungi	578457	accession_api
Serratosagitta_serratodentata	Metazoa	1562712	metazoa_metadata
Sesamum_alatum	angiosperms	300844	accession_api
Sesamum_angolense	angiosperms	2727404	accession_api
Sesamum_angustifolium	angiosperms	2727405	accession_api
Sesamum_calycinum	angiosperms	2727403	accession_api
Sesamum_indicum	angiosperms	4182	accession_api
Sesamum_latifolium	angiosperms	2727402	accession_api
Sesamum_radiatum	angiosperms	300843	accession_api
Sesbania_bispinosa	angiosperms	485725	accession_api
Setaria_italica	angiosperms	4555	accession_api
Setaria_viridis	angiosperms	4556	accession_api
Setomelanomma_holmii	Fungi	210430	accession_api
Shorea_laevis	angiosperms	152420	accession_api
Sida_crystallina	Metazoa	77656	metazoa_metadata
Silene_latifolia	angiosperms	37657	accession_api
Simocephalus_vetulus	Metazoa	77651	accession_api
Simrothiella_margaritacea	Metazoa	669227	metazoa_metadata
Sinapis_alba	angiosperms	3728	accession_api
Sinonovacula_constricta	Metazoa	98310	accession_api
Siphonaria_normalis	Metazoa	981058	metazoa_metadata
Siphonaria_pectinata	Metazoa	57642	accession_api
Siphonaria_sp.2	Metazoa	2916551	metazoa_metadata
Sipunculus_nudus	Metazoa	6446	accession_api
Siro_boyerae	Metazoa	385973	metazoa_metadata
Sistotremastrum_niveocremeum_HHB9708	Fungi	1314777	accession_api
Sistotremastrum_suecicum_HHB10207_ss-3	Fungi	1314776	name_search_full_name
Sistotremastrum_suecicum_HHB10207_ss3	Fungi	1314776	accession_api
Sitalcina_lobata	Metazoa	1454760	metazoa_metadata
Skeletonema_menzelii	Protists	216823	accession_api
Skeletonema_potamos	Protists	1429247	accession_api
Smallanthus_sonchifolius	angiosperms	185202	accession_api
Smittium_angustum	Fungi	133377	accession_api
Smittium_culicis	Fungi	133412	accession_api
Smittium_megazygosporum	Fungi	133381	accession_api
Smittium_mucronatum	Fungi	133383	accession_api
Smittium_simulii	Fungi	133385	accession_api
Sodiomyces_alcalophilus_JCM_7366	Fungi	591952	accession_api
Sodiomyces_alkalinus_F11	Fungi	1314773	accession_api
Solanum_bulbocastanum	angiosperms	147425	accession_api
Solanum_commersonii	angiosperms	4109	accession_api
Solanum_demissum	angiosperms	50514	accession_api
Solanum_dulcamara	angiosperms	45834	accession_api
Solanum_lycopersicum	angiosperms	4081	accession_api
Solanum_melongena	angiosperms	4111	name_search_full_name
Solanum_pennellii	angiosperms	28526	accession_api
Solanum_pinnatisectum	angiosperms	50273	accession_api
Solanum_stenotomum	angiosperms	172797	accession_api
Solanum_stoloniferum	angiosperms	62892	accession_api
Solanum_tuberosum	angiosperms	4113	accession_api
Solanum_verrucosum	angiosperms	315347	accession_api
Solpugema_sp._MCZ_49525	Metazoa	2590529	metazoa_metadata
Somion_occarium	Fungi	3059160	accession_api
Sordaria_brevicollis	Fungi	83679	accession_api
Sordaria_macrospora	Fungi	5147	accession_api
Sorghum_bicolor	angiosperms	4558	accession_api
Sorochytrium_milnesiophthora	Fungi	3075319	accession_api
Spadella_cephaloptera	Metazoa	52888	metazoa_metadata
Sparassis_crispa	Fungi	139825	accession_api
Spathaspora_passalidarum_NRRL_Y-27907	Fungi	619300	name_search_full_name
Spathaspora_passalidarum_NRRL_Y27907	Fungi	619300	accession_api
Spatholobus_suberectus	angiosperms	455371	accession_api
Sphacelaria_rigidula	Protists	117516	accession_api
Sphaceloma_murrayae	Fungi	2082308	accession_api
Sphaeramia_orbicularis	Metazoa	375764	accession_api
