Species	Group	TaxID	Source
Sphaerobolus_stellatus_SS14	Fungi	990650	accession_api
Sphaerodorum_gracilis	Metazoa	2576333	metazoa_metadata
Sphaeroforma_arctica	Protists	72019	name_search_full_name
Sphaerolaimus_sp._T62	Metazoa	2881408	metazoa_metadata
Sphaeroma_terebrans	Metazoa	180402	metazoa_metadata
Sphaerosporella_brunnea	Fungi	1250544	accession_api
Sphaerothecum_destruens	Protists	42893	metazoa_metadata
Sphaerulina_musiva_SO2202	Fungi	692275	accession_api
Sphagnum_balticum	bryophytes	128184	accession_api
Sphagnum_compactum	bryophytes	128190	accession_api
Sphagnum_fallax	bryophytes	53036	accession_api
Sphagnum_jensenii	bryophytes	128206	accession_api
Sphagnum_magellanicum	bryophytes	128215	accession_api
Sphagnum_tenellum	bryophytes	128247	accession_api
Sphagnum_troendelagicum	bryophytes	128251	accession_api
Sphagnurus_paluster	Fungi	117069	accession_api
Sphenodon_punctatus	Metazoa	8508	accession_api
Sphenostylis_stenocarpa	angiosperms	92480	accession_api
Sphodros_rufipes	Metazoa	1203468	metazoa_metadata
Spinacia_oleracea	angiosperms	3562	accession_api
Spinellus_fusiger	Fungi	101115	accession_api
Spinther_sp._SA-2015	Metazoa	1649661	metazoa_metadata
Spirodela_intermedia	angiosperms	51605	accession_api
Spiromyces_aspiralis	Fungi	68401	accession_api
Spizellomyces_punctatus_DAOM_BR117	Fungi	645134	accession_api
Spodoptera_frugiperda	Metazoa	7108	accession_api
Sporisorium_graminicola	Fungi	280036	accession_api
Sporisorium_reilianum_f._sp._reilianum	Fungi	72559	accession_api
Sporobolomyces_blumeae	Fungi	100912	accession_api
Sporobolomyces_johnsonii	Fungi	5002	accession_api
Sporobolomyces_koalae	Fungi	500713	accession_api
Sporobolomyces_ruberrimus	Fungi	86828	accession_api
Sporobolomyces_salmoneus	Fungi	183962	accession_api
Sporobolomyces_salmonicolor	Fungi	5005	accession_api
Sporodiniella_umbellata	Fungi	101117	accession_api
Sporormia_fimetaria_CBS_119925	Fungi	1340428	accession_api
Sporothrix_bragantina	Fungi	671064	accession_api
Sporothrix_brasiliensis_5110	Fungi	1398154	accession_api
Sporothrix_curviconia	Fungi	1260050	accession_api
Sporothrix_epigloea	Fungi	1892477	accession_api
Sporothrix_eucalyptigena	Fungi	1812306	accession_api
Sporothrix_schenckii_1099-18	Fungi	1397361	name_search_full_name
Sporothrix_schenckii_109918	Fungi	1397361	accession_api
Sporothrix_thermara	Fungi	1805982	accession_api
Squamulea_squamosa	Fungi	1301575	accession_api
Stachybotrys_chlorohalonatus_IBT_40285	Fungi	1283841	accession_api
Stachybotrys_elegans	Fungi	80388	accession_api
Stagonosporopsis_vannaccii	Fungi	2606854	accession_api
Staphylotrichum_longicolle	Fungi	669026	accession_api
Staphylotrichum_tortipilum	Fungi	2831512	accession_api
Steccherinum_ochraceum	Fungi	92696	accession_api
Steganacarus_magnus	Metazoa	52000	accession_api
Stegodyphus_dumicola	Metazoa	202533	accession_api
Stemona_tuberosa	angiosperms	167572	accession_api
Stemphylium_lycopersici	Fungi	183478	accession_api
Stenochrus_portoricensis	Metazoa	2080935	metazoa_metadata
Stenostomum_leucops	Metazoa	52061	metazoa_metadata
Stenostomum_sthenum	Metazoa	1611831	metazoa_metadata
Stenotaenia_linearis	Metazoa	1569481	accession_api
Stentor_coeruleus	Protists	5963	accession_api
Stephania_cephalantha	angiosperms	152367	accession_api
Stephania_japonica	angiosperms	461633	accession_api
Stephania_yunnanensis	angiosperms	152371	accession_api
Stephanocyclus_meneghinianus	Protists	29205	accession_api
Stephanodiscus_triporus	Protists	2934178	accession_api
Stephanoeca_diplocostata	Protists	81535	name_search_full_name
Stereocaulon_virgatum	Fungi	373712	accession_api
Stereum_hirsutum_FP-91666_SS1	Fungi	721885	name_search_full_name
Stereum_hirsutum_FP91666_SS1	Fungi	721885	accession_api
Sternaspis_scutata	Metazoa	36133	metazoa_metadata
Sternophoridae_sp._MCZ_133496	Metazoa	2590522	metazoa_metadata
Sticta_canariensis	Fungi	243211	accession_api
Stictis_urceolata	Fungi	2704026	accession_api
Stipagrostis_hirtigluma	angiosperms	1137549	accession_api
Straminergon_stramineum	bryophytes	249548	accession_api
Striga_asiatica	angiosperms	4170	accession_api
Striga_hermonthica	angiosperms	68872	accession_api
Strigamia_acuminata	Metazoa	1255758	accession_api
Strigramia_maritima	Metazoa	126957	accession_api
Stromatinia_cepivora	Fungi	38492	accession_api
Struwela_camposi	Metazoa	2859449	metazoa_metadata
Stygiomarasmius_scandens	Fungi	2682957	accession_api
Stylodrilus_heringianus	Metazoa	77571	metazoa_metadata
Stylomenia_sulcodoryata	Metazoa	2137292	metazoa_metadata
Stylonectria_norvegica	Fungi	1736662	accession_api
Stylonychia_lemnae	Protists	5949	accession_api
Stylopallene_cheilorhynchus	Metazoa	1216044	metazoa_metadata
Stylosanthes_scabra	angiosperms	79078	accession_api
Sugiyamaella_lignohabitans	Fungi	796027	accession_api
Suhomyces_tanzawaensis_NRRL_Y-17324	Fungi	984487	name_search_full_name
Suhomyces_tanzawaensis_NRRL_Y17324	Fungi	984487	accession_api
Suillus_americanus	Fungi	48561	accession_api
Suillus_ampliporus	Fungi	1912932	accession_api
Suillus_bovinus	Fungi	48563	accession_api
Suillus_brevipes_Sb2	Fungi	1400700	accession_api
Suillus_clintonianus	Fungi	1904413	accession_api
Suillus_cothurnatus	Fungi	48568	accession_api
Suillus_decipiens	Fungi	48569	accession_api
Suillus_discolor	Fungi	1912936	accession_api
Suillus_fuscotomentosus	Fungi	1912939	accession_api
Suillus_hirtellus	Fungi	279518	accession_api
Suillus_lakei	Fungi	48574	accession_api
Suillus_luteus_UH-Slu-Lm8-n1	Fungi	930992	name_search_full_name
Suillus_luteus_UHSluLm8n1	Fungi	930992	accession_api
Suillus_occidentalis	Fungi	756607	accession_api
Suillus_paluster	Fungi	48578	accession_api
Suillus_placidus	Fungi	48579	accession_api
Suillus_plorans	Fungi	116603	accession_api
Suillus_spraguei	Fungi	5383	accession_api
Suillus_subalutaceus	Fungi	48586	accession_api
Suillus_subaureus	Fungi	48587	accession_api
Suillus_subluteus	Fungi	48588	accession_api
Suillus_tomentosus	Fungi	48589	accession_api
Suillus_variegatus	Fungi	48592	accession_api
Suillus_weaverae	Fungi	48593	accession_api
Sungouiella_intermedia	Fungi	45354	accession_api
Superstitionia_donensis	Metazoa	311983	metazoa_metadata
Sycon_ciliatum	Metazoa	27933	accession_api
Syllis_gracilis	Metazoa	418370	metazoa_metadata
Symbiochloris_irregularis	chlorophyta	706552	accession_api
Symbiodinium_natans	Protists	878477	accession_api
Symbiodinium_necroappetens	Protists	1628268	accession_api
Symbion_pandora	Metazoa	69817	metazoa_metadata
Symphylella_sp._AD-2014	Metazoa	1519114	metazoa_metadata
Sympodiomycopsis_kandeliae	Fungi	574677	accession_api
Symsagittifera_roscoffensis	Metazoa	84072	accession_api
Synaphobranchus_kaupii	Metazoa	118154	accession_api
Syncephalastrum_racemosum	Fungi	13706	accession_api
Syncephalis_fuscata	Fungi	1851187	accession_api
Syncephalis_plumigaleata	Fungi	1851185	accession_api
Syncephalis_pseudoplumigaleata	Fungi	1712513	accession_api
Synchytrium_endobioticum	Fungi	286115	accession_api
Synchytrium_microbalum	Fungi	1806994	accession_api
Synsphyronus_apimelus	Metazoa	534689	metazoa_metadata
Syssomonas_multiformis	Protists	2006709	name_search_full_name
Syzygium_grande	angiosperms	1042139	accession_api
Syzygium_oleosum	angiosperms	219896	accession_api
Tachyglossus_aculeatus	Metazoa	9261	accession_api
Tachypleus_gigas	Metazoa	6852	metazoa_metadata
Tachypleus_tridentatus	Metazoa	6853	accession_api
Tagetes_erecta	angiosperms	13708	accession_api
Takakia_lepidozioides	bryophytes	37425	accession_api
Talaromyces_amestolkiae	Fungi	1196081	accession_api
Talaromyces_atroroseus	Fungi	1441469	accession_api
Talaromyces_islandicus	Fungi	28573	accession_api
Talaromyces_marneffei	Fungi	37727	accession_api
Talaromyces_proteolyticus	Fungi	1131652	accession_api
Talaromyces_rugulosus	Fungi	121627	accession_api
Talaromyces_stipitatus_ATCC_10500	Fungi	441959	accession_api
Talitrus_saltator	Metazoa	191375	metazoa_metadata
Tanacetum_coccineum	angiosperms	301880	accession_api
Tanaella_kommritzia	Metazoa	2823073	metazoa_metadata
Tanystylum_orbiculare	Metazoa	88027	metazoa_metadata
Taraxacum_koksaghyz	angiosperms	333970	accession_api
Tarenaya_hassleriana	angiosperms	28532	accession_api
Tasmannia_lanceolata	angiosperms	3420	accession_api
Taxus_chinensis	gymnosperms	29808	accession_api
Taxus_wallichiana	gymnosperms	2778344	accession_api
Telopea_speciosissima	angiosperms	54955	accession_api
Teloschistes_chrysophthalmus	Fungi	1445009	accession_api
Teloschistes_exilis	Fungi	271840	accession_api
Teloschistes_flavicans	Fungi	442469	accession_api
Teloschistes_hypoglaucus	Fungi	1300024	accession_api
Teloschistes_peruensis	Fungi	2903223	accession_api
Tengella_radiata	Metazoa	389058	metazoa_metadata
Tephrocybe_rancida	Fungi	117070	accession_api
Teratosphaeria_nubilosa	Fungi	161662	accession_api
Terebellides_stroemi	Metazoa	1037239	metazoa_metadata
Terebratalia_transversa	Metazoa	34513	metazoa_metadata
Terfezia_boudieri_ATCC_MYA-4762	Fungi	1051890	name_search_full_name
Terfezia_boudieri_ATCC_MYA4762	Fungi	1051890	accession_api
Terfezia_claveryi	Fungi	139407	accession_api
Terminoflustra_membranaceotruncata	Metazoa	2718619	metazoa_metadata
Testicularia_cyperi	Fungi	1882483	accession_api
Tetrabaena_socialis	chlorophyta	47790	accession_api
Tetracentron_sinense	angiosperms	13715	accession_api
Tetraclita_japonica	Metazoa	240496	metazoa_metadata
Tetradesmus_obliquus	chlorophyta	3088	accession_api
Tetrahymena_malaccensis	Protists	5901	accession_api
Tetrahymena_thermophila_SB210	Protists	312017	accession_api
Tetranychus_cinnabarinus	Metazoa	93129	accession_api
Tetranychus_urticae	Metazoa	32264	accession_api
Tetraparma_gracilis	Protists	2962635	accession_api
Tetrapisispora_phaffii_CBS_4417	Fungi	1071381	accession_api
Tetrapyrgos_nigripes	Fungi	182062	accession_api
Tetrastemma_longissimum	Metazoa	307676	metazoa_metadata
Tetrastemma_melanocephalum	Metazoa	307678	accession_api
Tetrastigma_harmandii	angiosperms	1932026	accession_api
Tetrastigma_loheri	angiosperms	1006131	accession_api
Tetrastigma_magnum	angiosperms	1932020	accession_api
Tetrastigma_scariosum	angiosperms	1932022	accession_api
Tetrastigma_voinierianum	angiosperms	345143	accession_api
Tetrix_subulata	Metazoa	288127	metazoa_metadata
Thalassiosira_exigua	Protists	2934189	accession_api
Thalassiosira_profunda	Protists	376140	accession_api
Thalassiosira_pseudonana_CCMP1335	Protists	296543	accession_api
Thalictrum_thalictroides	angiosperms	46969	accession_api
Thamnidium_elegans	Fungi	101142	accession_api
Thamnocephalis_sphaerospora	Fungi	78915	accession_api
Theatops_spinicaudus	Metazoa	1816096	metazoa_metadata
Theba_pisana	Metazoa	145622	metazoa_metadata
Thecaphora_frezii	Fungi	1269715	accession_api
Theileria_annulata	Protists	5874	accession_api
Theileria_equi_strain_WA	Protists	1537102	accession_api
Theileria_orientalis_strain_Shintoku	Protists	869250	accession_api
Theileria_parva_strain_Muguga	Protists	333668	accession_api
Thelephora_ganbajun	Fungi	370292	accession_api
Thelephora_terrestris	Fungi	56493	accession_api
Thelocarpon_impressellum	Fungi	1116844	accession_api
Thelocarpon_superellum	Fungi	2939404	accession_api
Thelonectria_olida	Fungi	1576542	accession_api
Thelotrema_lepadinum	Fungi	209281	accession_api
Theobroma_cacao	angiosperms	3641	accession_api
Thereuonema_tuberculata	Metazoa	353554	accession_api
Theridiosoma_savannum	Metazoa	2080868	metazoa_metadata
Thermoascus_aurantiacus_ATCC_26904	Fungi	1133049	accession_api
Thermoascus_crustaceus	Fungi	5088	accession_api
Thermoascus_thermophilus	Fungi	1131473	accession_api
Thermobia_domestica	Metazoa	89055	accession_api
Thermocarpiscus_australiensis	Fungi	113626	accession_api
Thermochaetoides_thermophila_DSM_1495	Fungi	759272	accession_api
Thermomyces_dupontii	Fungi	28565	accession_api
Thermomyces_lanuginosus	Fungi	5541	accession_api
Thermomyces_stellatus	Fungi	2075419	accession_api
Thermothelomyces_fergusii	Fungi	2588716	accession_api
Thermothelomyces_heterothallicus_CBS_202.75	Fungi	1149848	accession_api
Thermothelomyces_hinnuleus	Fungi	225406	accession_api
Thermothelomyces_myriococcoides	Fungi	2588717	accession_api
Thermothelomyces_thermophilus_ATCC_42464	Fungi	573729	accession_api
Thermothielavioides_terrestris_NRRL_8126	Fungi	578455	accession_api
Theromaster_sp._RF-2017	Metazoa	1955777	metazoa_metadata
Thlaspi_arvense	angiosperms	13288	accession_api
Thoracophelia_mucronata	Metazoa	1280055	metazoa_metadata
Thoreauomyces_humboldtii	Fungi	1396496	accession_api
Thrasychirus_gulosus	Metazoa	1160271	metazoa_metadata
Thraustotheca_clavata	Protists	74557	accession_api
Thrips_palmi	Metazoa	161013	accession_api
Thuidium_tamariscinum	bryophytes	67428	accession_api
Thuja_plicata	gymnosperms	3316	name_search_full_name
Thuridilla_gracilis	Metazoa	483958	metazoa_metadata
Thyridium_curvatum	Fungi	1093900	accession_api
Thysanoessa_inermis	Metazoa	210626	metazoa_metadata
Tieghemiomyces_parasiticus	Fungi	78921	accession_api
Tigriopus_californicus	Metazoa	6832	accession_api
Tigriopus_japonicus	Metazoa	158387	accession_api
Tillandsia_fasciculata	angiosperms	220113	accession_api
Tillandsia_leiboldiana	angiosperms	1842917	accession_api
Tilletia_controversa	Fungi	13291	accession_api
Tilletia_laevis	Fungi	157183	accession_api
Tilletia_maclaganii	Fungi	1031713	accession_api
Tilletia_walkeri	Fungi	117179	accession_api
Tilletiaria_anomala_UBC_951	Fungi	1037660	accession_api
Tilletiopsis_washingtonensis	Fungi	58919	accession_api
Timema_californicum	Metazoa	61474	accession_api
Timspurckia_oligopyrenoides	Rhodophyta	708627	name_search_full_name
Tirmania_nivea	Fungi	160517	accession_api
Titiscania_limacina	Metazoa	200181	metazoa_metadata
Tobrilus_sp.	Metazoa	2490278	metazoa_metadata
Toensbergia_leucococca	Fungi	1453789	accession_api
Tolypocladium_capitatum	Fungi	45235	accession_api
Tolypocladium_ophioglossoides_CBS_100239	Fungi	1163406	accession_api
Tolypocladium_paradoxum	Fungi	94208	accession_api
Tomocerus_qinae	Metazoa	1765738	accession_api
Tomopteris_sp._ET-2021	Metazoa	2863090	metazoa_metadata
Tonicella_lineata	Metazoa	256058	accession_api
Torreya_grandis	gymnosperms	58047	name_search_full_name
Tortispora_caseinolytica_NRRL_Y-17796	Fungi	767744	name_search_full_name
Tortispora_caseinolytica_NRRL_Y17796	Fungi	767744	accession_api
Torulaspora_delbrueckii	Fungi	4950	accession_api
Torulaspora_globosa	Fungi	48254	accession_api
Tothia_fuscella	Fungi	1048955	accession_api
Toxoplasma_gondii_ME49	Protists	508771	accession_api
Trachipleistophora_hominis	Fungi	72359	accession_api
Trametes_cingulata	Fungi	575983	accession_api
Trametes_cinnabarina	Fungi	5643	accession_api
Trametes_coccinea_BRFM310	Fungi	1353009	accession_api
Trametes_cubensis	Fungi	1111947	accession_api
Trametes_elegans	Fungi	526244	accession_api
Trametes_maxima	Fungi	259368	accession_api
Trametes_meyenii	Fungi	526243	accession_api
Trametes_polyzona	Fungi	239206	accession_api
Trametes_pubescens	Fungi	154538	accession_api
Trametes_punicea	Fungi	571087	accession_api
Trametes_sanguinea	Fungi	158606	accession_api
Trametes_versicolor_FP-101664_SS1	Fungi	717944	name_search_full_name
Trametes_versicolor_FP101664_SS1	Fungi	717944	accession_api
Trametopsis_cervina	Fungi	1111950	accession_api
Trapa_natans	angiosperms	22666	accession_api
Trapelia_coarctata	Fungi	129515	accession_api
Travisiopsis_sp._ET-2021	Metazoa	2863091	metazoa_metadata
Trema_orientale	angiosperms	63057	accession_api
Trematosphaeria_pertusa	Fungi	390896	accession_api
Tremella_mesenterica_DSM_1558	Fungi	578456	accession_api
Triangularia_setosa	Fungi	2587417	accession_api
Triangularia_verruculosa	Fungi	2587418	accession_api
Tribolium_castaneum	Metazoa	7070	accession_api
Tribonema_minus	Protists	303371	accession_api
Tricharina_praecox	Fungi	43433	accession_api
Trichobranchus_roseus	Metazoa	2248427	metazoa_metadata
Trichocladium_antarcticum	Fungi	1450529	accession_api
Trichocorixa_calva	Metazoa	1585305	metazoa_metadata
Trichodelitschia_bisporula	Fungi	703511	accession_api
Trichoderma_aethiopicum	Fungi	1195187	accession_api
Trichoderma_afarasin	Fungi	1571655	accession_api
Trichoderma_afroharzianum	Fungi	1567482	accession_api
Trichoderma_aggressivum_f._europaeum	Fungi	173218	accession_api
Trichoderma_asperelloides	Fungi	702382	accession_api
Trichoderma_asperellum	Fungi	101201	accession_api
Trichoderma_atroviride	Fungi	63577	accession_api
Trichoderma_austrokoningii	Fungi	362043	accession_api
Trichoderma_barbatum	Fungi	911154	accession_api
Trichoderma_breve	Fungi	2034170	accession_api
Trichoderma_camerunense	Fungi	1738374	accession_api
Trichoderma_ceciliae	Fungi	1491460	accession_api
Trichoderma_chlorosporum	Fungi	257799	accession_api
Trichoderma_citrinoviride	Fungi	58853	accession_api
Trichoderma_compactum	Fungi	1490983	accession_api
Trichoderma_cornu-damae	Fungi	654480	name_search_full_name
Trichoderma_cornudamae	Fungi	654480	accession_api
Trichoderma_evansii	Fungi	549676	accession_api
Trichoderma_gamsii	Fungi	398673	accession_api
Trichoderma_ghanense	Fungi	65468	accession_api
Trichoderma_gracile	Fungi	1195189	accession_api
Trichoderma_guizhouense	Fungi	1491466	accession_api
Trichoderma_harzianum_CBS_226.95	Fungi	983964	accession_api
Trichoderma_lentiforme	Fungi	1567552	accession_api
Trichoderma_novae-zelandiae	Fungi	173947	name_search_full_name
Trichoderma_novaezelandiae	Fungi	173947	accession_api
Trichoderma_parareesei	Fungi	858221	accession_api
Trichoderma_pleuroticola	Fungi	504485	accession_api
Trichoderma_reesei_QM6a	Fungi	431241	accession_api
Trichoderma_semiorbis	Fungi	1491008	accession_api
Trichoderma_simmonsii	Fungi	1491479	accession_api
Trichoderma_velutinum	Fungi	202918	accession_api
Trichoderma_virens_Gv29-8	Fungi	413071	name_search_full_name
Trichoderma_virens_Gv298	Fungi	413071	accession_api
Trichodrilus_strandi	Metazoa	1736119	metazoa_metadata
Trichoglossum_hirsutum	Fungi	265104	accession_api
Tricholepidion_gertschi	Metazoa	89825	metazoa_metadata
Tricholoma_furcatifolium	Fungi	2724999	accession_api
Tricholomella_constricta	Fungi	117010	accession_api
Trichomonascus_vanleenenianus	Fungi	2268995	accession_api
Trichophaea_hybrida	Fungi	47213	accession_api
Trichophyton_benhamiae_CBS_112371	Fungi	663331	accession_api
Trichophyton_equinum_CBS_127.97	Fungi	559882	accession_api
Trichophyton_rubrum_CBS_118892	Fungi	559305	accession_api
Trichophyton_verrucosum_HKI_0517	Fungi	663202	accession_api
Trichoplax_sp._H2	Metazoa	287889	metazoa_metadata
Trichosporon_asahii_var._asahii_CBS_2479	Fungi	1186058	accession_api
Trichothecium_roseum	Fungi	47278	accession_api
Tricladium_varicosporioides	Fungi	2075069	accession_api
Trifolium_medium	angiosperms	97028	accession_api
Trifolium_pratense	angiosperms	57577	accession_api
Trifolium_repens	angiosperms	3899	accession_api
Trigoniulus_corallinus	Metazoa	1366115	accession_api
Trilobodrilus_axi	Metazoa	188474	metazoa_metadata
Trinorchestia_longiramus	Metazoa	1923959	accession_api
