Species	Group	TaxID	TaxName	superkingdom	kingdom	phylum	class	order	family	genus
Melibe_leonina	Metazoa	76178	Melibe leonina	Eukaryota	Metazoa	Mollusca	Gastropoda	Nudibranchia	Dendronotidae	Melibe
Melinna_oculata	Metazoa	2716577	Melinna oculata	Eukaryota	Metazoa	Annelida	Polychaeta	Terebellida	Melinnidae	Melinna
Melocanna_baccifera	angiosperms	104005	Melocanna baccifera	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Melocanna
Menidia_menidia	Metazoa	238744	Menidia menidia	Eukaryota	Metazoa	Chordata	Actinopteri	Atheriniformes	Atherinopsidae	Menidia
Menneus_sp._RK-2018	Metazoa	2080916	Menneus sp. RK-2018	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Deinopidae	Menneus
Menopon_gallinae	Metazoa	328185	Menopon gallinae	Eukaryota	Metazoa	Arthropoda	Insecta	Psocodea	Menoponidae	Menopon
Mercurialis_annua	angiosperms	3986	Mercurialis annua	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Mercurialis
Meredithblackwellia_eburnea_MCA_4105	Fungi	1408158	Meredithblackwellia eburnea MCA 4105	Eukaryota	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	Meredithblackwellia
Meripilus_lineatus	Fungi	2056292	Meripilus lineatus	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae	Meripilus
Meristemomyces_frigidus	Fungi	1508187	Meristemomyces frigidus	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Meristemomyces
Mesobiotus_philippinicus	Metazoa	1867265	Mesobiotus philippinicus	Eukaryota	Metazoa	Tardigrada	Eutardigrada	Parachela	Macrobiotidae	Mesobiotus
Mesochaetopterus_minutus	Metazoa	1723709	Mesochaetopterus minutus	Eukaryota	Metazoa	Annelida	Polychaeta		Chaetopteridae	Mesochaetopterus
Mesodasys_laticaudatus	Metazoa	233130	Mesodasys laticaudatus	Eukaryota	Metazoa	Gastrotricha		Macrodasyida	Lepidodasyidae	Mesodasys
Mesostoma_lingua	Metazoa	99405	Mesostoma lingua	Eukaryota	Metazoa	Platyhelminthes		Rhabdocoela	Typhloplanidae	Mesostoma
Metaperipatus_inae	Metazoa	444703	Metaperipatus inae	Eukaryota	Metazoa	Onychophora	Udeonychophora	Euonychophora	Peripatopsidae	Metaperipatus
Metaphire_vulgaris	Metazoa	1196096	Metaphire vulgaris	Eukaryota	Metazoa	Annelida	Clitellata	Crassiclitellata	Megascolecidae	Metaphire
Metaplax_longipes	Metazoa	1550546	Metaplax longipes	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Varunidae	Metaplax
Metarhizium_acridum	Fungi	92637	Metarhizium acridum	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_album_ARSEF_1941	Fungi	1081103	Metarhizium album ARSEF 1941	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_anisopliae	Fungi	5530	Metarhizium anisopliae	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_brunneum	Fungi	500148	Metarhizium brunneum	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_guizhouense_ARSEF_977	Fungi	1276136	Metarhizium guizhouense ARSEF 977	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_humberi	Fungi	2596975	Metarhizium humberi	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_hybridum	Fungi	3151832	Metarhizium hybridum	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_robertsii_ARSEF_23	Fungi	655844	Metarhizium robertsii ARSEF 23	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metasiro_americanus	Metazoa	397056	Metasiro americanus	Eukaryota	Metazoa	Arthropoda	Arachnida	Opiliones	Neogoveidae	Metasiro
Metopograpsus_frontalis	Metazoa	1036996	Metopograpsus frontalis	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Grapsidae	Metopograpsus
Metschnikowia_bicuspidata_var._bicuspidata_NRRL_YB-4993	Fungi	869754	Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993	Eukaryota	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Metschnikowia_bicuspidata_var._bicuspidata_NRRL_YB4993	Fungi	869754	Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993	Eukaryota	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Metschnikowia
Meyerozyma_guilliermondii_ATCC_6260	Fungi	294746	Meyerozyma guilliermondii ATCC 6260	Eukaryota	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Meyerozyma
Micractinium_conductrix	chlorophyta	554055	Micractinium conductrix	Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Micractinium
Micractinium_tetrahymenae	chlorophyta	2728915	Micractinium tetrahymenae	Eukaryota	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Micractinium
Microbotryum_saponariae	Fungi	289078	Microbotryum saponariae	Eukaryota	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum
Microcaecilia_unicolor	Metazoa	1415580	Microcaecilia unicolor	Eukaryota	Metazoa	Chordata	Amphibia	Gymnophiona	Siphonopidae	Microcaecilia
Microdipoena_guttata	Metazoa	709022	Microdipoena guttata	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Mysmenidae	Microdipoena
Microdochium_bolleyi	Fungi	196109	Microdochium bolleyi	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium
Microdochium_majus	Fungi	647655	Microdochium majus	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium
Microdochium_nivale	Fungi	5520	Microdochium nivale	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium
Microdochium_trichocladiopsis	Fungi	1682393	Microdochium trichocladiopsis	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium
Microhyla_fissipes	Metazoa	387934	Microhyla fissipes	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Microhylidae	Microhyla
Micromenia_fodiens	Metazoa	669226	Micromenia fodiens	Eukaryota	Metazoa	Mollusca	Solenogastres	Pholidoskepia	Dondersiidae	Micromenia
Micromonas_commoda	chlorophyta	296587	Micromonas commoda	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas
Micromonas_pusilla	chlorophyta	564608	Micromonas pusilla CCMP1545	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas
Microplana_groga	Metazoa	1520483	Microplana groga	Eukaryota	Metazoa	Platyhelminthes		Tricladida	Geoplanidae	Microplana
Microplana_nana	Metazoa	69517	Microplana nana	Eukaryota	Metazoa	Platyhelminthes		Tricladida	Geoplanidae	Microplana
Microplana_plurioculata	Metazoa	1820961	Microplana plurioculata	Eukaryota	Metazoa	Platyhelminthes		Tricladida	Geoplanidae	Microplana
Microplana_scharffi	Metazoa	391273	Microplana scharffi	Eukaryota	Metazoa	Platyhelminthes		Tricladida	Geoplanidae	Microplana
Microplana_terrestris	Metazoa	138674	Microplana terrestris	Eukaryota	Metazoa	Platyhelminthes		Tricladida	Geoplanidae	Microplana
Microsporum_canis_CBS_113480	Fungi	554155	Microsporum canis CBS 113480	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Microsporum
Microstomoeca_roanoka	Protists	1923864	Microstomoeca roanoka	Eukaryota			Choanoflagellata	Craspedida	Salpingoecidae	Microstomoeca
Microstomum_lineare	Metazoa	52057	Microstomum lineare	Eukaryota	Metazoa	Platyhelminthes		Dolichomicrostomida	Microstomidae	Microstomum
Microstroma_glucosiphilum	Fungi	1684307	Microstroma glucosiphilum	Eukaryota	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Microstromataceae	Microstroma
Microthlaspi_erraticum	angiosperms	1685480	Microthlaspi erraticum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi
Microthyrium_microscopicum	Fungi	703497	Microthyrium microscopicum	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Microthyriales	Microthyriaceae	Microthyrium
Mikania_cordata	angiosperms	207834	Mikania cordata	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Mikania
Mikania_micrantha	angiosperms	192012	Mikania micrantha	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Mikania
Mimosa_bimucronata	angiosperms	587864	Mimosa bimucronata	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Mimosa
Minona_ileanae	Metazoa	60013	Minona ileanae	Eukaryota	Metazoa	Platyhelminthes		Proseriata	Monocelididae	Minona
Miscanthus_floridulus	angiosperms	154761	Miscanthus floridulus	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Miscanthus
Miscanthus_lutarioriparius	angiosperms	422564	Miscanthus lutarioriparius	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Miscanthus
Mithraculus_sculptus	Metazoa	504429	Mithraculus sculptus	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Mithracidae	Mithraculus
Mitosporidium_daphniae	Fungi	1485682	Mitosporidium daphniae	Eukaryota	Fungi	Microsporidia				Mitosporidium
Mixia_osmundae_IAM_14324	Fungi	764103	Mixia osmundae IAM 14324	Eukaryota	Fungi	Basidiomycota	Mixiomycetes	Mixiales	Mixiaceae	Mixia
Mizuhopecten_(Patinopecten)_yessoensis	Metazoa	6573	Mizuhopecten yessoensis	Eukaryota	Metazoa	Mollusca	Bivalvia	Pectinida	Pectinidae	Mizuhopecten
Modicella_reniformis	Fungi	1440133	Modicella reniformis	Eukaryota	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Modicella
Moelleriella_libera_RCEF_2490	Fungi	1081109	Moelleriella libera RCEF 2490	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Moelleriella
Moesziomyces_antarcticus	Fungi	84753	Moesziomyces antarcticus	Eukaryota	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces
Moina_sp._MCZ_IZ_74079	Metazoa	1930661	Moina sp. MCZ IZ 74079	Eukaryota	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Moinidae	Moina
Mollisia_scopiformis	Fungi	149040	Mollisia scopiformis	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Mollisia
Momordica_charantia	angiosperms	3673	Momordica charantia	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Momordica
Monascus_purpureus	Fungi	5098	Monascus purpureus	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Monascus
Moneuplotes_crassus	Protists	5936	Moneuplotes crassus	Eukaryota		Ciliophora	Spirotrichea	Euplotida	Euplotidae	Moneuplotes
Monilinia_fructicola	Fungi	38448	Monilinia fructicola	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia
Monilinia_fructigena	Fungi	38457	Monilinia fructigena	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia
Monilinia_laxa	Fungi	61186	Monilinia laxa	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia
Monilinia_vaccinii-corymbosi	Fungi	61207	Monilinia vaccinii-corymbosi	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia
Monilinia_vacciniicorymbosi	Fungi	61207	Monilinia vaccinii-corymbosi	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia
Moniliophthora_roreri	Fungi	221103	Moniliophthora roreri	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Moniliophthora
Monodonta_labio	Metazoa	74046	Monodonta labio	Eukaryota	Metazoa	Mollusca	Gastropoda	Trochida	Trochidae	Monodonta
Monopterus_albus	Metazoa	43700	Monopterus albus	Eukaryota	Metazoa	Chordata	Actinopteri	Synbranchiformes	Synbranchidae	Monopterus
Monoraphidium_minutum	chlorophyta	39955	Monoraphidium minutum	Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium
Monoraphidium_neglectum	chlorophyta	145388	Monoraphidium neglectum	Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium
Monosiga_brevicollis	Protists	431895	Monosiga brevicollis MX1	Eukaryota			Choanoflagellata	Craspedida	Salpingoecidae	Monosiga
Monosporascus_cannonballus	Fungi	155416	Monosporascus cannonballus	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales		Monosporascus
Monosporascus_ibericus	Fungi	155417	Monosporascus ibericus	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales		Monosporascus
Monosporozyma_servazzii	Fungi	27293	Monosporozyma servazzii	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Monosporozyma
Monosporozyma_unispora	Fungi	27294	Monosporozyma unispora	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Monosporozyma
Mopalia_muscosa	Metazoa	256104	Mopalia muscosa	Eukaryota	Metazoa	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia
Morbakka_virulenta	Metazoa	686327	Morbakka virulenta	Eukaryota	Metazoa	Cnidaria	Cubozoa	Carybdeida	Carukiidae	Morbakka
Morchella_americana	Fungi	1582323	Morchella americana	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_anatolica	Fungi	1582322	Morchella anatolica	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_angusticeps	Fungi	60347	Morchella angusticeps	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_arbutiphila	Fungi	1810715	Morchella arbutiphila	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_brunnea	Fungi	1174671	Morchella brunnea	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_diminutiva	Fungi	1174667	Morchella diminutiva	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_disparilis	Fungi	1810716	Morchella disparilis	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_dunalii	Fungi	1582327	Morchella dunalii	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_fluvialis	Fungi	1611433	Morchella fluvialis	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_hispaniolensis	Fungi	2382056	Morchella hispaniolensis	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_importuna	Fungi	1174673	Morchella importuna	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_kakiicolor	Fungi	2715921	Morchella kakiicolor	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_norvegiensis	Fungi	1582341	Morchella norvegiensis	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_populiphila	Fungi	1174669	Morchella populiphila	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_prava	Fungi	1174674	Morchella prava	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_pulchella	Fungi	1579549	Morchella pulchella	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_punctipes	Fungi	743780	Morchella punctipes	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_sextelata	Fungi	1174677	Morchella sextelata	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_snyderi	Fungi	1174678	Morchella snyderi	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_steppicola	Fungi	743781	Morchella steppicola	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morella_rubra	angiosperms	262757	Morella rubra	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Myricaceae	Morella
Morlockia_williamsi	Metazoa	1017258	Morlockia williamsi	Eukaryota	Metazoa	Arthropoda	Remipedia	Nectiopoda	Morlockiidae	Morlockia
Mortierella_alpina	Fungi	64518	Mortierella alpina	Eukaryota	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Mortierella_antarctica	Fungi	979670	Mortierella antarctica	Eukaryota	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Mortierella_claussenii	Fungi	1343614	Mortierella claussenii	Eukaryota	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Mortierella_hygrophila	Fungi	979708	Mortierella hygrophila	Eukaryota	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Mortierella_polycephala	Fungi	41804	Mortierella polycephala	Eukaryota	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Morus_notabilis	angiosperms	981085	Morus notabilis	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Morus
Mourgona_sp.5	Metazoa	2916548	Mourgona sp. 5 KMK-2022	Eukaryota	Metazoa	Mollusca	Gastropoda		Caliphyllidae	Mourgona
Mrakia_frigida	Fungi	29902	Mrakia frigida	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia
Mucidula_mucida	Fungi	139077	Mucidula mucida	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Mucidula
Mucor_ambiguus	Fungi	91626	Mucor ambiguus	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_atramentarius	Fungi	2021224	Mucor atramentarius	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_bainieri	Fungi	1095379	Mucor bainieri	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_circinelloides	Fungi	36080	Mucor circinelloides	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_flavus	Fungi	439312	Mucor flavus	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_fragilis	Fungi	64491	Mucor fragilis	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_hiemalis	Fungi	64493	Mucor hiemalis	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_lusitanicus	Fungi	29924	Mucor lusitanicus	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_mucedo	Fungi	29922	Mucor mucedo	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_plumbeus	Fungi	97098	Mucor plumbeus	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_saturninus	Fungi	64648	Mucor saturninus	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_velutinosus	Fungi	708070	Mucor velutinosus	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Multifurca_ochricompacta	Fungi	376703	Multifurca ochricompacta	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Multifurca
Mus_musculus	Metazoa	10090	Mus musculus	Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Mus
Musa_acuminata	angiosperms	214697	Musa acuminata AAA Group	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Musaceae	Musa
Musa_balbisiana	angiosperms	52838	Musa balbisiana	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Musaceae	Musa
Musa_banksii	angiosperms	213591	Musa banksii	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Musaceae	Musa
Musa_textilis	angiosperms	228183	Musa textilis	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Musaceae	Musa
Musa_troglodytarum	angiosperms	320322	Musa troglodytarum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Musaceae	Musa
Mya_arenaria	Metazoa	6604	Mya arenaria	Eukaryota	Metazoa	Mollusca	Bivalvia	Myida	Myidae	Mya
Mycena_albidolilacea	Fungi	1033008	Mycena albidolilacea	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_alexandri	Fungi	1745969	Mycena alexandri	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_amicta	Fungi	380012	Mycena amicta	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_belliarum	Fungi	1033014	Mycena belliarum	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_capillaripes	Fungi	230804	Mycena capillaripes	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_chlorophos	Fungi	658473	Mycena chlorophos	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_citricolor	Fungi	2018698	Mycena citricolor	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_crocata	Fungi	220801	Mycena crocata	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_epipterygia	Fungi	230806	Mycena epipterygia	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_filopes	Fungi	858877	Mycena filopes	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_floridula	Fungi	1033242	Mycena floridula	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_galopus_ATCC_62051	Fungi	1314675	Mycena galopus ATCC 62051	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_haematopus	Fungi	230807	Mycena haematopus	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_indigotica	Fungi	2126181	Mycena indigotica	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_kentingensis_(nom._inval.)	Fungi	1325293	Mycena kentingensis (nom. inval.)	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_latifolia	Fungi	1033247	Mycena latifolia	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_leptocephala	Fungi	230808	Mycena leptocephala	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_maculata	Fungi	230809	Mycena maculata	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_metata	Fungi	1033252	Mycena metata	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_olivaceomarginata	Fungi	230810	Mycena olivaceomarginata	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_polygramma	Fungi	230801	Mycena polygramma	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_pura	Fungi	153505	Mycena pura	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_rebaudengoi	Fungi	1045383	Mycena rebaudengoi	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
